id,release_date,movie,production_budget,domestic_gross,worldwide_gross,worldwide_roi,roi_category,movie_year,tconst,primary_title,original_title,start_year,runtime_minutes,genres
32,"Feb 8, 2013",Side Effects,30000000,32172757,66742138,222.47379333333333,moderate,Side Effects (2013),tt2053463,Side Effects,Side Effects,2013.0,106.0,"Crime,Drama,Mystery"
42,"Jun 3, 2011",X-Men: First Class,160000000,146408305,355408305,222.130190625,moderate,X-Men: First Class (2011),tt1270798,X-Men: First Class,X: First Class,2011.0,131.0,"Action,Adventure,Sci-Fi"
67,"Sep 19, 2014",A Walk Among the Tombstones,28000000,26017685,62108587,221.81638214285718,moderate,A Walk Among the Tombstones (2014),tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014.0,114.0,"Action,Crime,Drama"
2,"Jun 23, 2010",Knight and Day,117000000,76423035,258751370,221.1550170940171,moderate,Knight and Day (2010),tt1013743,Knight and Day,Knight and Day,2010.0,109.0,"Action,Adventure,Comedy"
99,"Oct 20, 2017",Geostorm,100000000,33700160,220796009,220.796009,moderate,Geostorm (2017),tt1981128,Geostorm,Geostorm,2017.0,109.0,"Action,Sci-Fi,Thriller"
95,"Aug 27, 2010",Takers,32000000,57744720,70587268,220.5852125,moderate,Takers (2010),tt1135084,Takers,Takers,2010.0,107.0,"Action,Crime,Thriller"
88,"May 11, 2018",Life of the Party,30000000,53059911,65759911,219.19970333333333,moderate,Life of the Party (2018),tt5619332,Life of the Party,Life of the Party,2018.0,105.0,Comedy
5,"Jun 16, 2017",Cars 3,175000000,152901115,383541369,219.16649657142855,moderate,Cars 3 (2017),tt3606752,Cars 3,Cars 3,2017.0,102.0,"Adventure,Animation,Comedy"
97,"Jan 17, 2014",Jack Ryan: Shadow Recruit,60000000,50577412,131377412,218.9623533333333,moderate,Jack Ryan: Shadow Recruit (2014),tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014.0,105.0,"Action,Drama,Thriller"
9,"Nov 17, 2017",Justice League,300000000,229024295,655945209,218.64840299999997,moderate,Justice League (2017),tt0974015,Justice League,Justice League,2017.0,120.0,"Action,Adventure,Fantasy"
36,"Jun 26, 2015",Max,20000000,42656255,43658157,218.290785,moderate,Max (2015),tt3369806,Max,Max,2015.0,111.0,"Adventure,Drama,Family"
55,"Mar 11, 2011",Red Riding Hood,42000000,37662162,91678442,218.28200476190483,moderate,Red Riding Hood (2011),tt1486185,Red Riding Hood,Red Riding Hood,2011.0,100.0,"Fantasy,Horror,Mystery"
25,"Mar 18, 2011",The Lincoln Lawyer,40000000,58009200,87145086,217.86271499999998,moderate,The Lincoln Lawyer (2011),tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011.0,118.0,"Crime,Drama,Thriller"
14,"Apr 8, 2011",Hanna,30000000,40259119,65343694,217.81231333333332,moderate,Hanna (2011),tt0993842,Hanna,Hanna,2011.0,111.0,"Action,Drama,Thriller"
61,"Oct 15, 2010",Hereafter,50000000,32746941,108660270,217.32054,moderate,Hereafter (2010),tt1212419,Hereafter,Hereafter,2010.0,129.0,"Drama,Fantasy,Romance"
31,"Nov 18, 2016",A Street Cat Named Bob,8000000,82703,17382693,217.2836625,moderate,A Street Cat Named Bob (2016),tt3606888,A Street Cat Named Bob,A Street Cat Named Bob,2016.0,103.0,"Biography,Comedy,Drama"
39,"Aug 2, 2013",2 Guns,61000000,75612460,132493015,217.20166393442622,moderate,2 Guns (2013),tt1272878,2 Guns,2 Guns,2013.0,109.0,"Action,Comedy,Crime"
59,"Jun 29, 2018",Sicario: Day of the Soldado,35000000,50065850,75885196,216.8148457142857,moderate,Sicario: Day of the Soldado (2018),tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018.0,122.0,"Action,Crime,Drama"
80,"Dec 12, 2014",Top Five,12000000,25317379,26001741,216.681175,moderate,Top Five (2014),tt2784678,Top Five,Top Five,2014.0,102.0,"Comedy,Romance"
92,"Apr 22, 2011",Madea's Big Happy Family,25000000,53345287,54160818,216.64327200000002,moderate,Madea's Big Happy Family (2011),tt1787759,Madea's Big Happy Family,Madea's Big Happy Family,2011.0,106.0,"Comedy,Drama"
72,"Jul 12, 2013",Pacific Rim,190000000,101802906,411002906,216.3173189473684,moderate,Pacific Rim (2013),tt1663662,Pacific Rim,Pacific Rim,2013.0,131.0,"Action,Adventure,Sci-Fi"
89,"Dec 19, 2014",Annie,65000000,85911262,139829625,215.1225,moderate,Annie (2014),tt1823664,Annie,Annie,2014.0,118.0,"Comedy,Drama,Family"
75,"Apr 23, 2010",The Back-up Plan,35000000,37490007,75281179,215.08908285714287,moderate,The Back-up Plan (2010),tt1212436,The Back-up Plan,The Back-up Plan,2010.0,104.0,"Comedy,Romance"
54,"Dec 28, 2016",Paterson,5000000,2141423,10727536,214.55072,moderate,Paterson (2016),tt5247022,Paterson,Paterson,2016.0,118.0,"Comedy,Drama,Romance"
11,"Mar 6, 2015",Chappie,49000000,31569268,105002056,214.28991020408162,moderate,Chappie (2015),tt1823672,Chappie,Chappie,2015.0,120.0,"Action,Crime,Drama"
71,"Jul 8, 2011",Zookeeper,80000000,80360866,170805525,213.50690625,moderate,Zookeeper (2011),tt1222817,Zookeeper,Zookeeper,2011.0,102.0,"Comedy,Family,Romance"
83,"Jul 1, 2010",The Last Airbender,150000000,131772187,319713881,213.1425873333333,moderate,The Last Airbender (2010),tt0938283,The Last Airbender,The Last Airbender,2010.0,103.0,"Action,Adventure,Family"
31,"Jul 17, 2013",Turbo,135000000,83028130,286896578,212.51598370370368,moderate,Turbo (2013),tt1860353,Turbo,Turbo,2013.0,96.0,"Adventure,Animation,Comedy"
86,"Nov 18, 2016",The Edge of Seventeen,9000000,14431633,19096003,212.1778111111111,moderate,The Edge of Seventeen (2016),tt1878870,The Edge of Seventeen,The Edge of Seventeen,2016.0,104.0,"Comedy,Drama"
2,"Nov 21, 2012",Rise of the Guardians,145000000,103412758,306900902,211.6557944827586,moderate,Rise of the Guardians (2012),tt1446192,Rise of the Guardians,Rise of the Guardians,2012.0,97.0,"Action,Adventure,Animation"
52,"Mar 2, 2018",Red Sparrow,69000000,46874505,145951861,211.52443623188404,moderate,Red Sparrow (2018),tt2873282,Red Sparrow,Red Sparrow,2018.0,140.0,"Action,Drama,Thriller"
65,"Jun 9, 2017",The Mummy,195000000,80101125,409953905,210.23277179487184,moderate,The Mummy (2017),tt2345759,The Mummy,The Mummy,2017.0,110.0,"Action,Adventure,Fantasy"
6,"Nov 20, 2015",The Night Before,25000000,43035725,52427346,209.709384,moderate,The Night Before (2015),tt3530002,The Night Before,The Night Before,2015.0,101.0,"Adventure,Comedy,Fantasy"
6,"Nov 20, 2015",The Night Before,25000000,43035725,52427346,209.709384,moderate,The Night Before (2015),tt6353886,The Night Before,The Night Before,2015.0,86.0,Documentary
96,"Aug 15, 2014",The Expendables 3,100000000,39322544,209461378,209.461378,moderate,The Expendables 3 (2014),tt2333784,The Expendables 3,The Expendables 3,2014.0,126.0,"Action,Adventure,Thriller"
38,"Aug 29, 2012",Lawless,26000000,37397291,54393687,209.20648846153847,moderate,Lawless (2012),tt1212450,Lawless,Lawless,2012.0,116.0,"Crime,Drama"
16,"Nov 14, 2014",Beyond the Lights,7000000,14618727,14618727,208.83895714285717,moderate,Beyond the Lights (2014),tt3125324,Beyond the Lights,Beyond the Lights,2014.0,116.0,"Drama,Music,Romance"
29,"Jan 14, 2011",The Green Hornet,110000000,98780042,229155503,208.32318454545452,moderate,The Green Hornet (2011),tt0990407,The Green Hornet,The Green Hornet,2011.0,119.0,"Action,Comedy,Crime"
95,"Jun 6, 2014",Edge of Tomorrow,178000000,100206256,370541256,208.16924494382027,moderate,Edge of Tomorrow (2014),tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014.0,113.0,"Action,Sci-Fi"
48,"Oct 5, 2012",Frankenweenie,39000000,35287788,81150788,208.07894358974357,moderate,Frankenweenie (2012),tt1142977,Frankenweenie,Frankenweenie,2012.0,87.0,"Animation,Comedy,Family"
21,"Sep 7, 2018",Peppermint,25000000,35418723,51800758,207.203032,moderate,Peppermint (2018),tt6850820,Peppermint,Peppermint,2018.0,101.0,"Action,Crime,Drama"
13,"Dec 25, 2010",Gulliver's Travels,112000000,42779261,232017848,207.15879285714286,moderate,Gulliver's Travels (2010),tt1320261,Gulliver's Travels,Gulliver's Travels,2010.0,85.0,"Adventure,Comedy,Family"
37,"Dec 25, 2013",The Secret Life of Walter Mitty,91000000,58236838,187861183,206.44086043956042,moderate,The Secret Life of Walter Mitty (2013),tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013.0,114.0,"Adventure,Comedy,Drama"
91,"Nov 15, 2013",Nebraska,12000000,17654912,24761360,206.34466666666665,moderate,Nebraska (2013),tt1821549,Nebraska,Nebraska,2013.0,115.0,"Adventure,Comedy,Drama"
37,"Apr 27, 2012",The Five-Year Engagement,30000000,28700285,61623819,205.41273,moderate,The Five-Year Engagement (2012),tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012.0,124.0,"Comedy,Romance"
25,"Jul 1, 2011",Larry Crowne,30000000,35608245,61449135,204.83045,moderate,Larry Crowne (2011),tt1583420,Larry Crowne,Larry Crowne,2011.0,98.0,"Comedy,Drama,Romance"
7,"Mar 30, 2012",Mirror Mirror,85000000,64935167,173613482,204.2511552941177,moderate,Mirror Mirror (2012),tt1667353,Mirror Mirror,Mirror Mirror,2012.0,106.0,"Adventure,Comedy,Drama"
65,"Jun 22, 2012",Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,203.68848888888888,moderate,Abraham Lincoln: Vampire Hunter (2012),tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012.0,105.0,"Action,Fantasy,Horror"
22,"Mar 11, 2016",The Perfect Match,5000000,9669521,10182050,203.641,moderate,The Perfect Match (2016),tt4871980,The Perfect Match,The Perfect Match,2016.0,96.0,"Comedy,Romance"
87,"Mar 30, 2012",Wrath of the Titans,150000000,83670083,305270083,203.51338866666669,moderate,Wrath of the Titans (2012),tt1646987,Wrath of the Titans,Wrath of the Titans,2012.0,99.0,"Action,Adventure,Fantasy"
64,"Jan 19, 2018",12 Strong,35000000,45819713,71118378,203.19536571428569,moderate,12 Strong (2018),tt1413492,12 Strong,12 Strong,2018.0,130.0,"Action,Drama,History"
15,"Dec 25, 2013",August: Osage County,25000000,37738810,50738810,202.95524,moderate,August: Osage County (2013),tt1322269,August: Osage County,August: Osage County,2013.0,121.0,"Comedy,Drama"
22,"Mar 29, 2019",Dumbo,170000000,113883318,345004422,202.94377764705882,moderate,Dumbo (2019),tt3861390,Dumbo,Dumbo,2019.0,112.0,"Adventure,Family,Fantasy"
81,"Dec 9, 2016",Office Christmas Party,45000000,54767494,91323299,202.9406644444444,moderate,Office Christmas Party (2016),tt1711525,Office Christmas Party,Office Christmas Party,2016.0,105.0,Comedy
96,"Feb 12, 2014",RoboCop,120000000,58607007,242981799,202.4848325,moderate,RoboCop (2014),tt1234721,RoboCop,RoboCop,2014.0,117.0,"Action,Crime,Sci-Fi"
53,"Oct 4, 2013",Runner Runner,30000000,19316646,60512680,201.70893333333333,moderate,Runner Runner (2013),tt2364841,Runner Runner,Runner Runner,2013.0,88.0,"Crime,Thriller"
50,"Aug 22, 2014",When the Game Stands Tall,15000000,30127963,30138912,200.92608,moderate,When the Game Stands Tall (2014),tt2247476,When the Game Stands Tall,When the Game Stands Tall,2014.0,115.0,"Drama,Family,Sport"
16,"Nov 1, 2013",Free Birds,55000000,55750480,110387072,200.70376727272725,moderate,Free Birds (2013),tt1621039,Free Birds,Free Birds,2013.0,91.0,"Adventure,Animation,Comedy"
64,"Jan 15, 2010",The Book of Eli,80000000,94835059,158750817,198.43852125,moderate,The Book of Eli (2010),tt1037705,The Book of Eli,The Book of Eli,2010.0,118.0,"Action,Adventure,Drama"
84,"Jul 1, 2011",Monte Carlo,20000000,23186769,39686769,198.433845,moderate,Monte Carlo (2011),tt1067774,Monte Carlo,Monte Carlo,2011.0,109.0,"Adventure,Comedy,Family"
26,"Aug 17, 2012",Robot & Frank,2500000,3317468,4934356,197.37424,moderate,Robot & Frank (2012),tt1990314,Robot & Frank,Robot & Frank,2012.0,89.0,"Comedy,Crime,Drama"
97,"Jul 14, 2017",Wish Upon,12000000,14301505,23477345,195.64454166666667,moderate,Wish Upon (2017),tt5322012,Wish Upon,Wish Upon,2017.0,90.0,"Drama,Fantasy,Horror"
14,"Nov 19, 2010",Made in Dagenham,8000000,1095369,15644196,195.55245,moderate,Made in Dagenham (2010),tt1371155,Made in Dagenham,Made in Dagenham,2010.0,113.0,"Biography,Comedy,Drama"
79,"Aug 17, 2018",Alpha,51000000,35851379,99624873,195.34288823529408,moderate,Alpha (2018),tt4244998,Alpha,Alpha,2018.0,96.0,"Adventure,Drama,Family"
35,"Oct 17, 2014",The Book of Life,50000000,50151543,97651543,195.303086,moderate,The Book of Life (2014),tt2262227,The Book of Life,The Book of Life,2014.0,95.0,"Adventure,Animation,Comedy"
10,"Jun 24, 2016",Swiss Army Man,3000000,4210454,5837111,194.57036666666667,moderate,Swiss Army Man (2016),tt4034354,Swiss Army Man,Swiss Army Man,2016.0,97.0,"Adventure,Comedy,Drama"
90,"Aug 12, 2011",Glee: The 3D Concert Movie,9000000,11862398,17462398,194.02664444444443,moderate,Glee: The 3D Concert Movie (2011),tt1922612,Glee: The 3D Concert Movie,Glee: The 3D Concert Movie,2011.0,84.0,"Documentary,Music"
88,"Jul 1, 2016",The Legend of Tarzan,180000000,126643061,348902025,193.8344583333333,moderate,The Legend of Tarzan (2016),tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016.0,110.0,"Action,Adventure,Drama"
53,"May 31, 2013",After Earth,130000000,60522097,251499665,193.4612807692308,moderate,After Earth (2013),tt1815862,After Earth,After Earth,2013.0,100.0,"Action,Adventure,Drama"
22,"Aug 12, 2016",Florence Foster Jenkins,29000000,27383770,56000339,193.1046172413793,moderate,Florence Foster Jenkins (2016),tt4136084,Florence Foster Jenkins,Florence Foster Jenkins,2016.0,111.0,"Biography,Comedy,Drama"
71,"Aug 13, 2010",Animal Kingdom,4200000,1044039,8078683,192.34959523809516,moderate,Animal Kingdom (2010),tt1313092,Animal Kingdom,Animal Kingdom,2010.0,113.0,"Crime,Drama"
16,"Dec 12, 2014",Exodus: Gods and Kings,140000000,65014513,268314513,191.65322357142855,moderate,Exodus: Gods and Kings (2014),tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,2014.0,150.0,"Action,Adventure,Drama"
11,"Nov 11, 2011",Jack and Jill,79000000,74158157,150519217,190.5306544303797,moderate,Jack and Jill (2011),tt0810913,Jack and Jill,Jack and Jill,2011.0,91.0,Comedy
81,"Dec 25, 2018",On the Basis of Sex,20000000,24622687,38073377,190.366885,moderate,On the Basis of Sex (2018),tt4669788,On the Basis of Sex,On the Basis of Sex,2018.0,120.0,"Biography,Drama"
94,"Dec 9, 2011",Young Adult,12000000,16311571,22750356,189.5863,moderate,Young Adult (2011),tt1625346,Young Adult,Young Adult,2011.0,94.0,"Comedy,Drama"
78,"Aug 17, 2018",Mile 22,35000000,36108758,66295121,189.41463142857143,moderate,Mile 22 (2018),tt4560436,Mile 22,Mile 22,2018.0,94.0,"Action,Adventure,Thriller"
70,"Jul 15, 2011",Snow Flower and the Secret Fan,6000000,1348205,11348205,189.13675,moderate,Snow Flower and the Secret Fan (2011),tt1541995,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2011.0,104.0,"Drama,History"
95,"Aug 4, 2017",The Dark Tower,60000000,50701325,113461527,189.102545,moderate,The Dark Tower (2017),tt1648190,The Dark Tower,The Dark Tower,2017.0,95.0,"Action,Adventure,Fantasy"
50,"Mar 23, 2018",Pacific Rim: Uprising,155000000,59874525,290930148,187.69686967741936,moderate,Pacific Rim: Uprising (2018),tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018.0,111.0,"Action,Adventure,Sci-Fi"
61,"Apr 10, 2015",The Longest Ride,34000000,37446117,63802928,187.65567058823532,moderate,The Longest Ride (2015),tt2726560,The Longest Ride,The Longest Ride,2015.0,123.0,"Drama,Romance"
39,"Dec 2, 2016",Incarnate,5000000,4799774,9371036,187.42072,moderate,Incarnate (2016),tt3216348,Incarnate,Incarnate,2016.0,91.0,"Horror,Thriller"
23,"Feb 9, 2018",The 15:17 to Paris,30000000,36276286,56096200,186.9873333333333,moderate,The 15:17 to Paris (2018),tt6802308,The 15:17 to Paris,The 15:17 to Paris,2018.0,94.0,"Biography,Drama,Thriller"
60,"Dec 7, 2018",Mary Queen of Scots,25000000,16468499,46734733,186.938932,moderate,Mary Queen of Scots (2018),tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018.0,124.0,"Biography,Drama,History"
94,"Sep 26, 2014",The Boxtrolls,60000000,50837305,111946251,186.577085,moderate,The Boxtrolls (2014),tt0787474,The Boxtrolls,The Boxtrolls,2014.0,96.0,"Adventure,Animation,Comedy"
59,"Sep 18, 2015",Black Mass,53000000,62575678,98837872,186.48655094339625,moderate,Black Mass (2015),tt1355683,Black Mass,Black Mass,2015.0,123.0,"Biography,Crime,Drama"
66,"May 21, 2010",Kites,9200000,1685269,17155193,186.4694891304348,moderate,Kites (2010),tt1198101,Kites,Kites,2010.0,123.0,"Action,Drama,Romance"
1,"Mar 7, 2014",Mr. Peabody & Sherman,145000000,111506430,269806430,186.0734,moderate,Mr. Peabody & Sherman (2014),tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014.0,92.0,"Adventure,Animation,Comedy"
72,"May 6, 2011",Something Borrowed,35000000,39046489,65084116,185.95461714285716,moderate,Something Borrowed (2011),tt0491152,Something Borrowed,Something Borrowed,2011.0,112.0,"Comedy,Drama,Romance"
34,"Apr 30, 2010",Housefull,10100000,1183658,18726300,185.4089108910891,moderate,Housefull (2010),tt1573072,Housefull,Housefull,2010.0,144.0,Comedy
70,"May 10, 2013",The Great Gatsby,190000000,144840419,351040419,184.75811526315792,moderate,The Great Gatsby (2013),tt1343092,The Great Gatsby,The Great Gatsby,2013.0,143.0,"Drama,Romance"
50,"Nov 16, 2018",Widows,40000000,42402632,73866088,184.66522,moderate,Widows (2018),tt4218572,Widows,Widows,2018.0,129.0,"Crime,Drama,Thriller"
99,"Dec 4, 2015",Youth,13000000,2703296,24001573,184.62748461538465,moderate,Youth (2015),tt3312830,Youth,Youth,2015.0,124.0,"Comedy,Drama,Music"
27,"Oct 30, 2015",Burnt,20000000,13651946,36773510,183.86755,moderate,Burnt (2015),tt2503944,Burnt,Burnt,2015.0,101.0,"Comedy,Drama"
88,"Jul 6, 2012",Savages,45000000,47323100,82513490,183.3633111111111,moderate,Savages (2012),tt1615065,Savages,Savages,2012.0,131.0,"Crime,Drama,Thriller"
10,"Mar 26, 2010",Hot Tub Time Machine,36000000,50269859,65967750,183.24375,moderate,Hot Tub Time Machine (2010),tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010.0,101.0,"Comedy,Sci-Fi"
60,"Jul 23, 2010",Ramona and Beezus,15000000,26167002,27469621,183.13080666666664,moderate,Ramona and Beezus (2010),tt0493949,Ramona and Beezus,Ramona and Beezus,2010.0,103.0,"Adventure,Comedy,Family"
85,"May 14, 2010",Just Wright,12000000,21540363,21867665,182.23054166666665,moderate,Just Wright (2010),tt1407061,Just Wright,Just Wright,2010.0,100.0,"Comedy,Romance,Sport"
29,"Mar 4, 2011",Rango,135000000,123477607,245724600,182.01822222222225,moderate,Rango (2011),tt1192628,Rango,Rango,2011.0,107.0,"Adventure,Animation,Comedy"
32,"Jun 3, 2016",Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,181.72472148148148,moderate,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,2016.0,112.0,"Action,Adventure,Comedy"
79,"Jul 22, 2016",Star Trek Beyond,185000000,158848340,335802233,181.51472054054054,moderate,Star Trek Beyond (2016),tt2660888,Star Trek Beyond,Star Trek Beyond,2016.0,122.0,"Action,Adventure,Sci-Fi"
53,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,181.328725,moderate,A Very Harold & Kumar 3D Christmas (2011),tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011.0,90.0,"Adventure,Comedy"
84,"Sep 14, 2018",The Predator,88000000,51024708,159487563,181.2358670454545,moderate,The Predator (2018),tt3829266,The Predator,The Predator,2018.0,107.0,"Action,Adventure,Sci-Fi"
67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873,181.03749047619044,moderate,For Colored Girls (2010),tt1405500,For Colored Girls,For Colored Girls,2010.0,133.0,Drama
60,"Aug 26, 2011",Colombiana,40000000,36665854,72295262,180.738155,moderate,Colombiana (2011),tt1657507,Colombiana,Colombiana,2011.0,108.0,"Action,Drama,Thriller"
55,"Sep 23, 2016",The Magnificent Seven,90000000,93432655,162525156,180.58350666666664,moderate,The Magnificent Seven (2016),tt2404435,The Magnificent Seven,The Magnificent Seven,2016.0,132.0,"Action,Adventure,Western"
58,"Dec 25, 2011",The Darkest Hour,34800000,21443494,62831715,180.55090517241382,moderate,The Darkest Hour (2011),tt1093357,The Darkest Hour,The Darkest Hour,2011.0,89.0,"Action,Adventure,Horror"
89,"Aug 17, 2012",ParaNorman,60000000,56003051,108119662,180.19943666666663,moderate,ParaNorman (2012),tt1623288,ParaNorman,ParaNorman,2012.0,92.0,"Adventure,Animation,Comedy"
4,"Apr 13, 2012",The Three Stooges,30000000,44338224,54052249,180.17416333333333,moderate,The Three Stooges (2012),tt0383010,The Three Stooges,The Three Stooges,2012.0,92.0,"Comedy,Family"
18,"Dec 19, 2014",Mr. Turner,14000000,3958546,25187026,179.90732857142856,moderate,Mr. Turner (2014),tt2473794,Mr. Turner,Mr. Turner,2014.0,150.0,"Biography,Drama,History"
59,"Jun 4, 2010",Marmaduke,50000000,33644788,89895930,179.79186,moderate,Marmaduke (2010),tt1392197,Marmaduke,Marmaduke,2010.0,87.0,"Comedy,Family"
42,"Jan 28, 2011",The Mechanic,42500000,29121498,76347393,179.64092470588238,moderate,The Mechanic (2011),tt0472399,The Mechanic,The Mechanic,2011.0,93.0,"Action,Crime,Thriller"
73,"Nov 25, 2015",The Good Dinosaur,187500000,123087120,333771037,178.01121973333335,moderate,The Good Dinosaur (2015),tt1979388,The Good Dinosaur,The Good Dinosaur,2015.0,93.0,"Adventure,Animation,Comedy"
5,"Nov 4, 2011",Tower Heist,85000000,78046570,150422946,176.96817176470591,moderate,Tower Heist (2011),tt0471042,Tower Heist,Tower Heist,2011.0,104.0,"Action,Comedy,Crime"
24,"May 27, 2011",The Tree of Life,35000000,13305665,61721826,176.3480742857143,moderate,The Tree of Life (2011),tt0478304,The Tree of Life,The Tree of Life,2011.0,139.0,"Drama,Fantasy"
14,"Nov 23, 2011",Arthur Christmas,85000000,46462469,149717124,176.13779294117646,moderate,Arthur Christmas (2011),tt1430607,Arthur Christmas,Arthur Christmas,2011.0,97.0,"Adventure,Animation,Comedy"
25,"May 31, 2019",Godzilla: King of the Monsters,170000000,85576941,299276941,176.04525941176468,moderate,Godzilla: King of the Monsters (2019),tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019.0,132.0,"Action,Adventure,Fantasy"
33,"Sep 30, 2015",The Walk,35000000,10161183,61492104,175.6917257142857,moderate,The Walk (2015),tt2159988,The Walk,The Walk,2015.0,89.0,"Crime,Thriller"
33,"Sep 30, 2015",The Walk,35000000,10161183,61492104,175.6917257142857,moderate,The Walk (2015),tt3488710,The Walk,The Walk,2015.0,123.0,"Adventure,Biography,Drama"
6,"Oct 12, 2018",First Man,60000000,44936545,105203825,175.33970833333333,moderate,First Man (2018),tt1213641,First Man,First Man,2018.0,141.0,"Biography,Drama,History"
20,"Sep 22, 2017",The Lego Ninjago Movie,70000000,59281555,122737201,175.33885857142857,moderate,The Lego Ninjago Movie (2017),tt3014284,The Lego Ninjago Movie,The Lego Ninjago Movie,2017.0,101.0,"Action,Adventure,Animation"
77,"Dec 25, 2013",Grudge Match,40000000,29807260,69807260,174.51815,moderate,Grudge Match (2013),tt1661382,Grudge Match,Grudge Match,2013.0,113.0,"Comedy,Drama,Sport"
19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,174.44307473684208,moderate,Unstoppable (2010),tt0477080,Unstoppable,Unstoppable,2010.0,98.0,"Action,Thriller"
52,"Oct 12, 2012",Here Comes the Boom,42000000,45290318,73239258,174.3791857142857,moderate,Here Comes the Boom (2012),tt1648179,Here Comes the Boom,Here Comes the Boom,2012.0,105.0,"Action,Comedy,Sport"
66,"Mar 24, 2017",Life,58000000,30234022,100929666,174.01666551724136,moderate,Life (2017),tt5442430,Life,Life,2017.0,104.0,"Horror,Sci-Fi,Thriller"
82,"Feb 14, 2014",Endless Love,20000000,23438250,34718173,173.59086499999998,moderate,Endless Love (2014),tt2318092,Endless Love,Endless Love,2014.0,104.0,"Drama,Romance"
4,"Jan 11, 2013",Gangster Squad,60000000,46000903,104100903,173.50150499999995,moderate,Gangster Squad (2013),tt1321870,Gangster Squad,Gangster Squad,2013.0,113.0,"Action,Crime,Drama"
53,"Oct 8, 2010",Secretariat,35000000,59699513,60376247,172.50356285714287,moderate,Secretariat (2010),tt1028576,Secretariat,Secretariat,2010.0,123.0,"Biography,Drama,Family"
45,"Aug 19, 2016",War Dogs,50000000,43034523,86234503,172.46900599999995,moderate,War Dogs (2016),tt2005151,War Dogs,War Dogs,2016.0,114.0,"Comedy,Crime,Drama"
8,"Dec 31, 2012",Zambezia,20000000,0,34454336,172.27168,moderate,Zambezia (2012),tt1488181,Zambezia,Zambezia,2012.0,83.0,"Adventure,Animation,Comedy"
40,"Jan 8, 2010",Leap Year,19000000,25918920,32618920,171.67852631578947,moderate,Leap Year (2010),tt1216492,Leap Year,Leap Year,2010.0,100.0,"Comedy,Romance"
40,"Jan 8, 2010",Leap Year,19000000,25918920,32618920,171.67852631578947,moderate,Leap Year (2010),tt1537401,Leap Year,Año bisiesto,2010.0,94.0,"Drama,Romance"
74,"Aug 6, 2010",The Other Guys,100000000,119219978,170936470,170.93646999999999,moderate,The Other Guys (2010),tt1386588,The Other Guys,The Other Guys,2010.0,107.0,"Action,Comedy,Crime"
22,"Sep 13, 2013",The Family,30000000,36918811,51078541,170.26180333333338,moderate,The Family (2013),tt2404311,The Family,The Family,2013.0,111.0,"Comedy,Crime,Thriller"
22,"Sep 13, 2013",The Family,30000000,36918811,51078541,170.26180333333338,moderate,The Family (2013),tt4155318,The Family,The Family,2013.0,152.0,"Comedy,Crime,Drama"
22,"Apr 13, 2012",Lockout,20000000,14326865,33943049,169.71524499999995,moderate,Lockout (2012),tt1592525,Lockout,Lockout,2012.0,95.0,"Action,Sci-Fi,Thriller"
10,"Nov 20, 2015",Legend,25000000,1872994,42425450,169.7018,moderate,Legend (2015),tt3569230,Legend,Legend,2015.0,132.0,"Biography,Crime,Drama"
9,"Jan 15, 2016",Norm of the North,18000000,17062499,30535660,169.64255555555556,moderate,Norm of the North (2016),tt1594972,Norm of the North,Norm of the North,2016.0,90.0,"Adventure,Animation,Comedy"
79,"Aug 3, 2012",Total Recall,125000000,58877969,211856088,169.4848704,moderate,Total Recall (2012),tt1386703,Total Recall,Total Recall,2012.0,118.0,"Action,Adventure,Mystery"
17,"Oct 7, 2016",The Birth of a Nation,10000000,15861566,16891011,168.91011,moderate,The Birth of a Nation (2016),tt4196450,The Birth of a Nation,The Birth of a Nation,2016.0,120.0,"Biography,Drama,History"
